instance_name,year,category,family,n_vars,n_clauses,file_size_kb
min-fill-MinFill_R0_mulsol.i.2.wcnf,2023,ms,min-fill,,,98150
min-fill-MinFill_R0_mulsol.i.3.wcnf,2023,ms,min-fill,,,99807
min-fill-MinFill_R0_myciel5.wcnf,2023,ms,min-fill,,,2516
min-fill-MinFill_R0_myciel6.wcnf,2024,ms,min-fill,,,18068
min-fill-MinFill_R0_myciel7.wcnf,2023,ms,min-fill,,,144586
min-fill-MinFill_R0_queen11_11.wcnf,2024,ms,min-fill,,,33464
min-fill-MinFill_R0_queen7_7.wcnf,2024,ms,min-fill,,,2502
min-fill-MinFill_R0_queen8_12.wcnf,2023,ms,min-fill,,,16842
min-fill-MinFill_R0_queen9_9.wcnf,2024,ms,min-fill,,,10653
min-fill-MinFill_R1_games120.wcnf,2023,ms,min-fill,,,26254
min-fill-MinFill_R3_david.wcnf,2024,ms,min-fill,,,1180
min-fill-MinFill_R3_miles1000.wcnf,2023,ms,min-fill,,,31870
min-fill-MinFill_R3_miles750.wcnf,2023,ms,min-fill,,,31641
min-fill-MinFill_R4_miles500.wcnf,2023,ms,min-fill,,,25951
minimize-5gons-u5-cube-maxcdcl-11-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-12-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-13-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-18-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-19-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-20-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-23-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-24-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-29-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-32-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-36-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-38-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-41-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-44-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-46-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-48-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-49-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-53-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-58-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-59-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-60-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-61-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-7-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-8-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
minimize-5gons-u5-cube-maxcdcl-9-tmp-15-2655746.wcnf,2024,ms,minimize,,,713
mpe_wt-random-net-20-5_network-3.net.wcnf,2024,wms,mpe,,,116
mpe_wt-random-net-30-5_network-4.net.wcnf,2024,wms,mpe,,,164
mpe_wt-random-net-50-5_network-8.net.wcnf,2023,wms,mpe,,,383
mpe_wt-random-net-60-3_network-7.net.wcnf,2024,wms,mpe,,,55
ms_100_20_20-0.wcnf,2022,ms,phylogenetics,,,1096598
ms_100_40_10-0.wcnf,2022,ms,phylogenetics,,,644027
ms_120_20_20-0.wcnf,2020,ms,phylogenetics,1458408,36225651,616167
ms_150_10_40-0.wcnf,2022,ms,phylogenetics,,,395395
ms_160_20_20-0.wcnf,2021,ms,phylogenetics,1405634,46679667,795043
ms_200_10_40-0.wcnf,2022,ms,phylogenetics,,,530874
ms_200_12_20-2.wcnf,2020,ms,phylogenetics,326218,12229130,199576
ms_200_12_20-3.wcnf,2021,ms,phylogenetics,1059018,37570304,638885
ms_200_16_20-0.wcnf,2021,ms,phylogenetics,1139050,46847592,794532
ms_200_20_12-1.wcnf,2022,ms,phylogenetics,,,905712
ms_200_20_20-6.wcnf,2021,ms,phylogenetics,1359471,55476812,945751
ms_200_20_20-8.wcnf,2022,ms,phylogenetics,,,926377
ms_200_20_20-9.wcnf,2020,ms,phylogenetics,1224564,50047107,850510
ms_200_22_20-0.wcnf,2022,ms,phylogenetics,,,696504
ms_200_22_20-2.wcnf,2021,ms,phylogenetics,1466028,54921720,940366
ms_200_22_20-3.wcnf,2022,ms,phylogenetics,,,1027856
ms_200_6_20-0.wcnf,2022,ms,phylogenetics,,,452508
ms_250_20_20-0.wcnf,2022,ms,phylogenetics,,,1050034
ms_260_20_20-0.wcnf,2021,ms,phylogenetics,1056071,53218622,903805
ms_260_20_20-1.wcnf,2021,ms,phylogenetics,1173121,62248510,1059352
mul.role_domino_multiple_0.8_5.wcnf,2022,wms,mul,,,36002
mul.role_domino_multiple_1.0_4.wcnf,2022,wms,mul,,,34266
mul.role_smallcomp_multiple_0.9_7.wcnf,2022,wms,mul,,,136
mul.role_university_multiple_0.1_0.wcnf,2022,wms,mul,,,46417
mul_8_11.wcnf,2022,ms,mul,,,27148
mul_8_13.wcnf,2022,ms,mul,,,27100
mul_8_14.wcnf,2022,ms,mul,,,25732
mul_8_3.wcnf,2021,ms,mul,5048,70328,11120
mul_8_9.wcnf,2022,ms,mul,,,16788
mus.formula_0.8_2021_atleast_15_max-3_reduced_incomplete_tree.wcnf,2022,ms,mus,,,62514
navigation_5x5_10.wcnf,2022,ms,navigation,,,306550
navigation_5x5_8.wcnf,2022,ms,navigation,,,243711
navigation_5x5_9.wcnf,2022,ms,navigation,,,275130
normalized-ex1010.pi.wcnf,2020,ms,normalized,11568,13034,440
normalized-fir08_area_opers.wcnf,2020,ms,normalized,203287,570325,12730
normalized-g100x100.opb.msat.wcnf,2020,ms,normalized,10000,20000,412
normalized-g125.18.wcnf,2020,ms,normalized,4500,76913,1223
normalized-mps-v2-20-10-cracpb1.opb.msat.wcnf,2020,wms,normalized,17336,60266,1499
normalized-mps-v2-20-10-l152lav.opb.msat.wcnf,2020,wms,normalized,24570,99188,2651
normalized-mps-v2-20-10-lp4l.opb.msat.wcnf,2020,wms,normalized,10516,36906,909
normalized-mps-v2-20-10-mod008.opb.msat.wcnf,2020,wms,normalized,10309,62357,1613
normalized-mps-v2-20-10-mod010.opb.msat.wcnf,2020,wms,normalized,24776,82116,2154
normalized-mps-v2-20-10-p0548.opb.msat.wcnf,2020,wms,normalized,5519,19630,447
normalized-mps-v2-20-10-sentoy.opb.msat.wcnf,2020,wms,normalized,13262,89540,2215
normalized-par32-1.opb.msat.wcnf,2020,ms,normalized,6352,17746,268
normalized-par32-1.wcnf,2020,ms,normalized,6352,19805,320
normalized-par32-2.opb.msat.wcnf,2020,ms,normalized,6352,17696,267
normalized-par32-3-c.wcnf,2020,ms,normalized,2650,9269,151
normalized-par32-3.opb.msat.wcnf,2020,ms,normalized,6352,17743,268
normalized-par32-4.opb.msat.wcnf,2020,ms,normalized,6352,17749,268
normalized-par32-5.opb.msat.wcnf,2020,ms,normalized,6352,17761,268
normalized-test4.pi.opb.msat.wcnf,2022,ms,normalized,,,576
normalized-test4.pi.wcnf,2020,ms,normalized,5117,6552,522
optic-gen_add_4_carry_991.wcnf,2024,ms,optic,,,183
optic-gen_add_6_carry_991.wcnf,2024,ms,optic,,,21220
optic-gen_cvc-add7to3_9999.wcnf,2023,ms,optic,,,601
optic-gen_mult_4_5_991.wcnf,2023,ms,optic,,,652
optic-gen_mult_4_6_991.wcnf,2024,ms,optic,,,3289
optic-gen_mult_4_6_9999.wcnf,2024,ms,optic,,,57111
optic-gen_mult_5_5_991.wcnf,2023,ms,optic,,,2911
optic-gen_mult_5_5_9999.wcnf,2024,ms,optic,,,17048
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_2.wcnf,2024,ms,bdd,,,1964
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_5.wcnf,2023,ms,bdd,,,5939
optimizing-BDDs-anneal-un-wcnf_incomplete_improved_1_2019_7.wcnf,2024,ms,bdd,,,11865
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_2.wcnf,2023,ms,bdd,,,2211
optimizing-BDDs-australian-credit-un-wcnf_incomplete_improved_1_2019_5.wcnf,2023,ms,bdd,,,6454
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_7.wcnf,2023,ms,bdd,,,10175
optimizing-BDDs-breast-cancer-un-wcnf_incomplete_improved_1_2019_8.wcnf,2024,ms,bdd,,,16086
optimizing-BDDs-car-un-wcnf_incomplete_improved_1_2019_7.wcnf,2023,ms,bdd,,,13932
optimizing-BDDs-heart-cleveland-un-wcnf_incomplete_improved_1_2019_9.wcnf,2023,ms,bdd,,,12386
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_2.wcnf,2024,ms,bdd,,,7747
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_3.wcnf,2023,ms,bdd,,,12109
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_5.wcnf,2023,ms,bdd,,,23806
optimizing-BDDs-hypothyroid-un-wcnf_incomplete_improved_1_2019_7.wcnf,2023,ms,bdd,,,49089
optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_4.wcnf,2023,ms,bdd,,,14652
optimizing-BDDs-kr-vs-kp-un-wcnf_incomplete_improved_1_2019_8.wcnf,2023,ms,bdd,,,73352
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_6.wcnf,2024,ms,bdd,,,1213
optimizing-BDDs-lymph-un-wcnf_incomplete_improved_1_2019_7.wcnf,2023,ms,bdd,,,1847
optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_4.wcnf,2023,ms,bdd,,,58520
optimizing-BDDs-mushroom-un-wcnf_incomplete_improved_1_2019_5.wcnf,2023,ms,bdd,,,78493
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_4.wcnf,2024,ms,bdd,,,692
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_8.wcnf,2024,ms,bdd,,,5487
optimizing-BDDs-primary-tumor-un-wcnf_incomplete_improved_1_2019_9.wcnf,2023,ms,bdd,,,11042
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_6.wcnf,2023,ms,bdd,,,4260
optimizing-BDDs-soybean-un-wcnf_incomplete_improved_1_2019_7.wcnf,2024,ms,bdd,,,6784
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_4.wcnf,2023,ms,bdd,,,55900
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_5.wcnf,2023,ms,bdd,,,73327
optimizing-BDDs-splice-1-un-wcnf_incomplete_improved_1_2019_6.wcnf,2024,ms,bdd,,,93706
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_5.wcnf,2024,ms,bdd,,,2794
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_6.wcnf,2023,ms,bdd,,,4552
optimizing-BDDs-tic-tac-toe-un-wcnf_incomplete_improved_1_2019_7.wcnf,2024,ms,bdd,,,8030
optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_7.wcnf,2023,ms,bdd,,,4554
optimizing-BDDs-vote-un-wcnf_incomplete_improved_1_2019_8.wcnf,2023,ms,bdd,,,8001
p_hat1000-1.clq.wcnf,2020,ms,other,1000,378247,5456
p_hat1000-2.clq.wcnf,2021,ms,other,1000,255701,3686
p_hat1000-3.clq.wcnf,2020,ms,other,1000,128754,1853
p_hat300-3.clq.wcnf,2021,wms,other,43,1270,14
p_hat500-3.clq.wcnf,2020,wms,other,42,1310,14
p_hat700-1.clq.wcnf,2020,ms,other,700,184351,2462
p_hat700-2.clq.wcnf,2021,ms,other,700,123622,1649
p_hat700-3.clq.wcnf,2020,wms,other,42,1260,14
pa-2.wcnf,2022,wms,other,,,636079
pa-3.wcnf,2022,wms,other,,,555317
pesp_18Min.wcnf,2022,ms,transport,,,71455
pesp_5min.wcnf,2022,ms,transport,,,33514
pima_train_3_CNF_5_20.wcnf,2020,wms,pima,3091,15996,303
planning-bnn-cellda_x_10.wcnf,2023,ms,planning,,,1338797
planning-bnn-cellda_x_12.wcnf,2023,ms,planning,,,1621465
planning-bnn-cellda_y_10.wcnf,2023,ms,planning,,,1339638
planning-bnn-cellda_y_8.wcnf,2024,ms,planning,,,1056759
planning-bnn-cellda_y_9.wcnf,2023,ms,planning,,,1198218
planning-bnn-inventory_4_7.wcnf,2024,wms,planning,,,167638
planning-bnn-inventory_4_8.wcnf,2024,wms,planning,,,192684
planning-bnn-navigation_4x4_5.wcnf,2024,ms,planning,,,102393
planning-bnn-navigation_4x4_7.wcnf,2023,ms,planning,,,146382
planning-bnn-navigation_5x5_10.wcnf,2023,ms,planning,,,306550
planning-bnn-navigation_5x5_8.wcnf,2023,ms,planning,,,243711
planning-bnn-navigation_5x5_9.wcnf,2023,ms,planning,,,275130
planning-bnn-sysadmin_4_3.wcnf,2023,ms,planning,,,73522
planning-bnn-sysadmin_4_4.wcnf,2024,ms,planning,,,100504
planning-bnn-sysadmin_5_3.wcnf,2023,ms,planning,,,152506
planning-bnn-sysadmin_5_4.wcnf,2023,ms,planning,,,205934
polysite-bloat.wcnf,2021,wms,polysite,11704973,26881291,902364
polysite-hsqldb.wcnf,2022,wms,polysite,,,613098
polysite-pmd.wcnf,2022,wms,polysite,,,472734
polysite-xalan.wcnf,2022,wms,polysite,,,337668
postoperative-patient-data.wcnf,2020,ms,postoperative,6412,31470,668
power-distribution_10_7.wcnf,2020,wms,power,19669,230830,7996
power-distribution_10_8.wcnf,2020,wms,power,25129,301030,10616
power-distribution_11_7.wcnf,2020,wms,power,29687,374560,13958
power-distribution_11_8.wcnf,2020,wms,power,37919,488512,18517
power-distribution_12_7.wcnf,2020,wms,power,39705,570230,25511
power-distribution_12_8.wcnf,2022,wms,power,,,30944
power-distribution_2_8.wcnf,2022,wms,power,,,12146
power-distribution_7_8.wcnf,2020,wms,power,11087,204172,8275
power-distribution_8_8.wcnf,2020,wms,power,14933,364714,19348
power-distribution_9_8.wcnf,2020,wms,power,12339,138124,4415
preference_planning_wt-WCNF_pathways_p16.wcnf,2024,wms,preference,,,2644
pri.formula_0.8_2021_atleast_127_max-6_reduced_incomplete_adaboost_6.wcnf,2022,wms,pri,,,62365
pri.formula_0.8_2021_atleast_31_max-4_reduced_incomplete_adaboost_3.wcnf,2022,wms,pri,,,4660
pri.formula_0.8_2021_atleast_63_max-5_reduced_incomplete_tree.wcnf,2022,ms,pri,,,15882
privilege-escalation-cloud_access_control_repair_task-117.wcnf,2024,ms,privilege,,,188552
privilege-escalation-cloud_access_control_repair_task-130.wcnf,2024,ms,privilege,,,526525
privilege-escalation-cloud_access_control_repair_task-134.wcnf,2024,ms,privilege,,,637045
privilege-escalation-cloud_access_control_repair_task-141.wcnf,2024,ms,privilege,,,302623
privilege-escalation-cloud_access_control_repair_task-146.wcnf,2024,ms,privilege,,,774490
privilege-escalation-cloud_access_control_repair_task-15.wcnf,2024,ms,privilege,,,384740
privilege-escalation-cloud_access_control_repair_task-163.wcnf,2024,ms,privilege,,,397367
privilege-escalation-cloud_access_control_repair_task-178.wcnf,2024,ms,privilege,,,268499
privilege-escalation-cloud_access_control_repair_task-34.wcnf,2024,ms,privilege,,,176731
privilege-escalation-cloud_access_control_repair_task-47.wcnf,2024,ms,privilege,,,965504
privilege-escalation-cloud_access_control_repair_task-61.wcnf,2024,ms,privilege,,,796001
privilege-escalation-cloud_access_control_repair_task-73.wcnf,2024,ms,privilege,,,360443
program-disambiguation-Q22_YESNO_1.wcnf,2023,ms,program,,,189121
program-disambiguation-Q27_YESNO_1.wcnf,2024,ms,program,,,94966
program-disambiguation-Q35_OPTIONS_1.wcnf,2024,ms,program,,,137295
program-disambiguation-Q36_YESNO_1.wcnf,2024,ms,program,,,117990
program-disambiguation-Q42_OPTIONS_1.wcnf,2023,ms,program,,,88989
program-disambiguation-Q45_YESNO_1.wcnf,2023,ms,program,,,147383
program-disambiguation-Q55_YESNO_1.wcnf,2023,ms,program,,,113468
protein_ins-1bpi_.2knt_.g.wcnf.t.wcnf,2024,ms,protein,,,37134
protein_ins-1bpi_.5pti_.g.wcnf.t.wcnf,2024,ms,protein,,,57363
protein_ins-1knt_.1bpi_.g.wcnf.t.wcnf,2024,ms,protein,,,39093
protein_ins-1knt_.5pti_.g.wcnf.t.wcnf,2024,ms,protein,,,31108
protein_ins-2knt_.5pti_.g.wcnf.t.wcnf,2024,ms,protein,,,29571
protein_ins-3ebx_.1era_.g.wcnf.t.wcnf,2024,ms,protein,,,40898
protein_ins-6ebx_.1era_.g.wcnf.t.wcnf,2024,ms,protein,,,17023
protein_ins-p1.wcnf.t.wcnf,2024,ms,protein,,,37134
protein_ins-sandiaprotein.g.wcnf.t.wcnf,2024,ms,protein,,,32487
protein_ins_wt-1bpi_.2knt_.g.wcnf.t.wcnf,2024,wms,protein,,,37134
protein_ins_wt-1knt_.1bpi_.g.wcnf.t.wcnf,2024,wms,protein,,,39093
protein_ins_wt-1knt_.5pti_.g.wcnf.t.wcnf,2024,wms,protein,,,31108
protein_ins_wt-2knt_.5pti_.g.wcnf.t.wcnf,2024,wms,protein,,,29571
protein_ins_wt-3ebx_.1era_.g.wcnf.t.wcnf,2024,wms,protein,,,40898
protein_ins_wt-6ebx_.1era_.g.wcnf.t.wcnf,2024,wms,protein,,,17023
protein_ins_wt-p1.wcnf.t.wcnf,2024,wms,protein,,,37134
protein_ins_wt-sandiaprotein.g.wcnf.t.wcnf,2024,wms,protein,,,32488
pseudoBoolean-normalized-par32-1.opb.msat.wcnf,2024,ms,pseudoboolean,,,235
pseudoBoolean-normalized-par32-3.opb.msat.wcnf,2023,ms,pseudoboolean,,,235
pseudoBoolean-normalized-par32-4.opb.msat.wcnf,2024,ms,pseudoboolean,,,235
pseudoBoolean-normalized-par32-5.opb.msat.wcnf,2023,ms,pseudoboolean,,,235
pseudoBoolean_wt-normalized-mps-v2-20-10-mod010.opb.msat.wcnf,2024,wms,pseudoboolean,,,1766
pseudoBoolean_wt-normalized-mps-v2-20-10-sentoy.opb.msat.wcnf,2023,wms,pseudoboolean,,,1953
quantum-circuit-grover-noancilla_4_52_ibmq-casablanca_7.wcnf,2024,wms,quantum,,,5689
quantum-circuit-qgan_6_15_ibmq-casablanca_7.wcnf,2024,wms,quantum,,,1898
r11.wcnf,2022,wms,r11,,,551477
rail2536.wcnf,2022,wms,rail2536,,,87516
rail4284.wcnf,2022,wms,rail4284,,,89704
rail4872.wcnf,2022,wms,rail4872,,,73450
railway-transport-d4.wcnf,2023,ms,transport,,,419606
railway-transport-pesp_18Min.wcnf,2023,ms,transport,,,71455
railway-transport-pesp_5min.wcnf,2023,ms,transport,,,33514
railway-transport-we.wcnf,2023,ms,transport,,,204449
railway-transport_wt-bf2030fvcons.wcnf,2024,wms,transport,,,17608
railway-transport_wt-bf2030fvslack.wcnf,2024,wms,transport,,,372800
railway-transport_wt-f2030.wcnf,2024,wms,transport,,,58664
railway-transport_wt-r11.wcnf,2024,wms,transport,,,551477
railway-transport_wt-wg2.wcnf,2024,wms,transport,,,78218
ram_k3_n10.ra0.wcnf,2021,ms,ram,45,330,7
ram_k3_n11.ra0.wcnf,2021,ms,ram,55,495,11
ram_k3_n12.ra0.wcnf,2021,ms,ram,66,715,16
ram_k3_n13.ra0.wcnf,2021,ms,ram,78,1001,23
ram_k3_n13.ra1.wcnf,2021,wms,ram,78,1001,24
ram_k3_n14.ra0.wcnf,2021,ms,ram,91,1365,31
ram_k3_n14.ra1.wcnf,2022,wms,ram,,,34
ram_k3_n15.ra0.wcnf,2021,ms,ram,105,1820,43
ram_k3_n15.ra1.wcnf,2021,wms,ram,105,1820,46
ram_k3_n16.ra0.wcnf,2020,ms,ram,120,2380,58
ram_k3_n16.ra1.wcnf,2022,wms,ram,,,63
ram_k3_n17.ra0.wcnf,2020,ms,ram,136,3060,77
ram_k3_n17.ra1.wcnf,2022,wms,ram,,,83
ram_k3_n18.ra0.wcnf,2021,ms,ram,153,3876,100
ram_k3_n18.ra1.wcnf,2021,wms,ram,153,3876,107
ram_k3_n19.ra0.wcnf,2022,ms,ram,,,128
ram_k3_n19.ra1.wcnf,2021,wms,ram,171,4845,137
ram_k3_n20.ra0.wcnf,2020,ms,ram,190,5985,161
ram_k3_n20.ra1.wcnf,2021,wms,ram,190,5985,172
ram_k4_n18.ra0.wcnf,2022,ms,ram,,,160
ram_k4_n18.ra1.wcnf,2020,wms,ram,153,6120,171
ram_k4_n19.ra0.wcnf,2021,ms,ram,171,7752,206
ram_k4_n19.ra1.wcnf,2021,wms,ram,171,7752,220
ram_k4_n20.ra0.wcnf,2021,ms,ram,190,9690,261
ram_k4_n20.ra1.wcnf,2022,wms,ram,,,279
ramsey-ram_k3_n10.ra0.wcnf,2024,ms,ramsey,,,7
ramsey-ram_k3_n11.ra0.wcnf,2023,ms,ramsey,,,11
ramsey-ram_k3_n12.ra0.wcnf,2024,ms,ramsey,,,16
ramsey-ram_k3_n14.ra0.wcnf,2023,ms,ramsey,,,31
ramsey-ram_k3_n15.ra0.wcnf,2023,ms,ramsey,,,43
ramsey-ram_k3_n16.ra0.wcnf,2024,ms,ramsey,,,58
ramsey-ram_k3_n17.ra0.wcnf,2023,ms,ramsey,,,77
ramsey-ram_k3_n18.ra0.wcnf,2024,ms,ramsey,,,100
ramsey-ram_k3_n19.ra0.wcnf,2024,ms,ramsey,,,128
ramsey-ram_k4_n18.ra0.wcnf,2023,ms,ramsey,,,160
ramsey-ram_k4_n20.ra0.wcnf,2023,ms,ramsey,,,261
ramsey_wt-ram_k3_n11.ra1.wcnf,2024,wms,ramsey,,,12
ramsey_wt-ram_k3_n12.ra1.wcnf,2024,wms,ramsey,,,17
ramsey_wt-ram_k3_n14.ra1.wcnf,2023,wms,ramsey,,,34
ramsey_wt-ram_k3_n16.ra1.wcnf,2023,wms,ramsey,,,63
ramsey_wt-ram_k3_n17.ra1.wcnf,2024,wms,ramsey,,,83
ramsey_wt-ram_k3_n18.ra1.wcnf,2024,wms,ramsey,,,107
ramsey_wt-ram_k3_n19.ra1.wcnf,2023,wms,ramsey,,,137
ramsey_wt-ram_k4_n19.ra1.wcnf,2023,wms,ramsey,,,220
ran-scp.scp43_maxsat.wcnf,2022,ms,set-covering,,,25
ran-scp.scp47_maxsat.wcnf,2022,ms,set-covering,,,24
ran-scp.scp48_maxsat.wcnf,2022,ms,set-covering,,,25
ran-scp.scp510_maxsat.wcnf,2022,ms,set-covering,,,54
ran-scp.scp58_maxsat.wcnf,2022,ms,set-covering,,,54
ran-scp.scp59_maxsat.wcnf,2022,ms,set-covering,,,53
ran-scp.scp61_maxsat.wcnf,2022,ms,set-covering,,,47
ran-scp.scp65_maxsat.wcnf,2022,ms,set-covering,,,47
ran-scp.scpnre1_maxsat.wcnf,2022,ms,set-covering,,,1214
ran-scp.scpnrf4_maxsat.wcnf,2022,ms,set-covering,,,2379
ran-scp.scpnrf5_maxsat.wcnf,2022,ms,set-covering,,,2379
ran-scp.scpnrg1_maxsat.wcnf,2022,ms,set-covering,,,1053
ran-scp.scpnrg3_weighted.wcnf,2022,wms,set-covering,,,1062
ran-scp.scpnrg4_weighted.wcnf,2022,wms,set-covering,,,1062
ran-scp.scpnrh1_maxsat.wcnf,2022,ms,set-covering,,,2484
ran-scp.scpnrh5_maxsat.wcnf,2022,ms,set-covering,,,2484
ran-scp.scpnrh5_weighted.wcnf,2022,wms,set-covering,,,2493
ran.max_cut_60_600_4.asc.wcnf,2022,ms,max-cut,,,13
ran.max_cut_60_600_9.asc.wcnf,2022,ms,max-cut,,,13
random-net-30-6_network-4.net.wcnf,2020,wms,random,86,8432,243
random-net-40-4_network-2.net.wcnf,2022,wms,random,,,97
random-net-40-5_network-10.net.wcnf,2020,wms,random,105,5241,146
random-net-40-5_network-7.net.wcnf,2020,wms,random,116,10314,301
random-net-50-4_network-8.net.wcnf,2022,wms,random,,,136
random-net-50-5_network-10.net.wcnf,2020,wms,random,147,7247,208
random-net-50-5_network-4.net.wcnf,2021,wms,random,148,7640,222
random-net-50-5_network-8.net.wcnf,2022,wms,random,,,383
random-net-50-5_network-9.net.wcnf,2020,wms,random,144,5932,174
relational-inference_wt-ar-2.wcnf,2024,wms,relational,,,55458
relational-inference_wt-pa-1.wcnf,2024,wms,relational,,,57292
relational-inference_wt-pa-2.wcnf,2024,wms,relational,,,636079
relational-inference_wt-pa-3.wcnf,2024,wms,relational,,,555317
rev66-12.wcnf,2020,ms,reversi,10452,62928,1165
rev66-14.wcnf,2022,ms,reversi,,,1315
rev66-16.wcnf,2022,ms,reversi,,,1528
rev66-18.wcnf,2021,ms,reversi,15642,94320,1833
rev66-20.wcnf,2022,ms,reversi,,,1953
rev66-22.wcnf,2021,ms,reversi,19102,115248,2278
rev66-24.wcnf,2021,ms,reversi,20832,125712,2501
rev66-26.wcnf,2020,ms,reversi,22562,136176,2724
rev66-28.wcnf,2021,ms,reversi,24292,146640,2947
rev66-30.wcnf,2020,ms,reversi,26022,157104,3170
rev66-32.wcnf,2021,ms,reversi,27752,167568,3393
reversi-rev66-16.wcnf,2023,ms,reversi,,,1528
reversi-rev66-26.wcnf,2023,ms,reversi,,,2591
reversi-rev66-28.wcnf,2023,ms,reversi,,,2804
reversi-rev66-32.wcnf,2023,ms,reversi,,,3229
rgg_n_2_24_s0.wcnf,2022,wms,rgg,,,2603273
robot-navigation_10.wcnf,2020,wms,robot,171619,713212,22800
role_domino_0.05_15.wcnf,2022,wms,rbac,,,23849
role_domino_0.05_17.wcnf,2021,wms,rbac,73656,1446884,30797
role_domino_0.05_7.wcnf,2020,wms,rbac,73656,1446884,30797
role_domino_0.15_0.wcnf,2020,wms,rbac,73656,1446884,32187
role_domino_0.15_18.wcnf,2020,wms,rbac,73656,1446884,32187
role_domino_0.1_18.wcnf,2022,wms,rbac,,,23849
role_domino_0.1_3.wcnf,2022,wms,rbac,,,23849
role_domino_0.25_9.wcnf,2020,wms,rbac,73656,1446884,30799
role_domino_0.35_10.wcnf,2020,wms,rbac,73656,1446884,32188
role_domino_0.3_1.wcnf,2021,wms,rbac,73656,1446884,32188
role_domino_0.3_12.wcnf,2021,wms,rbac,73512,1446594,32181
role_domino_0.3_15.wcnf,2022,wms,rbac,,,23851
role_domino_0.4_4.wcnf,2020,wms,rbac,73656,1446884,30799
role_domino_0.55_9.wcnf,2021,wms,rbac,73656,1446884,30799
role_domino_0.5_0.wcnf,2021,wms,rbac,73656,1446884,32188
role_domino_0.5_18.wcnf,2021,wms,rbac,73512,1446594,32181
role_domino_0.6_2.wcnf,2022,wms,rbac,,,23851
role_domino_0.7_0.wcnf,2021,wms,rbac,73656,1446884,32188
role_domino_0.7_16.wcnf,2020,wms,rbac,73656,1446884,32188
